modelo,config,query_id,P@10,R@10,AP,NDCG@10
vetorial,stopwords,111,0.4,0.5714285714285714,0.29360305525719055,0.36941203397493266
vetorial,stopwords,112,0.1,0.5,0.19696969696969696,0.19004688335796713
vetorial,stopwords,113,0.2,0.5,0.5165362731152205,0.6366824387328317
vetorial,stopwords,114,0.0,0.0,0.0556508632433643,0.0
vetorial,stopwords,115,0.0,0.0,0.01840054861403541,0.0
vetorial,stopwords,116,0.1,0.2,0.058245926820423156,0.09486127395381615
vetorial,stopwords,117,0.0,0.0,0.03412698412698413,0.0
vetorial,stopwords,118,0.1,0.3333333333333333,0.12857142857142856,0.10987173866025332
vetorial,stopwords,119,0.1,1.0,0.25,0.43067655807339306
vetorial,stopwords,120,0.4,0.4444444444444444,0.39513909036685607,0.4813822352666704
vetorial,stopwords,121,0.4,0.5714285714285714,0.47960927960927957,0.5256637895446189
vetorial,stopwords,122,0.3,0.3333333333333333,0.26086381875035936,0.21499532651344003
vetorial,stopwords,123,0.0,0.0,0.04554655870445344,0.0
vetorial,stopwords,124,0.0,0.0,0.004788922276775813,0.0
vetorial,stopwords,125,0.2,0.11764705882352941,0.1467361196605957,0.16653358750703343
vetorial,stopwords,126,0.2,0.25,0.21959516565246787,0.4718040076989788
vetorial,stopwords,127,0.1,0.2,0.06345510723891955,0.1283624763817471
vetorial,stopwords,128,0.0,0.0,0.01278937995790837,0.0
vetorial,stopwords,129,0.4,0.5714285714285714,0.46442072705338716,0.5498798600548418
vetorial,stopwords,130,0.3,0.6,0.3947826086956522,0.5406106708192723
vetorial,stopwords,131,0.2,0.25,0.2561374330433928,0.2027845855761118
vetorial,stopwords,132,0.7,0.4666666666666667,0.6267728984395651,0.57594032881686
vetorial,stopwords,133,0.1,0.14285714285714285,0.21258761877956925,0.12905153795943472
vetorial,stopwords,134,0.0,0.0,0.05505952380952381,0.0
vetorial,stopwords,135,0.3,0.375,0.4685336824123589,0.25729114201616105
vetorial,stopwords,136,0.1,0.3333333333333333,0.22036036036036033,0.49186387954915173
vetorial,stopwords,137,0.2,0.5,0.16372744750073942,0.2495454391052197
vetorial,stopwords,138,0.0,0.0,0.04583333333333333,0.0
vetorial,stopwords,139,0.0,0.0,0.007070591011213486,0.0
vetorial,stopwords,140,0.1,0.16666666666666666,0.11644993597804844,0.2508964126725128
vetorial,stopwords,141,0.2,0.3333333333333333,0.2588031587061937,0.4692356214278736
vetorial,stopwords,142,0.0,0.0,0.0016835016835016834,0.0
vetorial,stopwords,143,0.1,0.5,0.11904761904761904,0.21840743681816419
